Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,L,Baya.LCH.L,BB,0.23
Baya,L,Baya.LCH.L,BB,0.08
Baya,L,Baya.LCH.L,BB,0.139
Baya,L,Baya.LCH.L,BB,0.249
Baya,L,Baya.LCH.L,BB,0.148
Baya,L,Baya.LCH.L,BC,0.181
Baya,L,Baya.LCH.L,BC,0.149
Baya,L,Baya.LCH.L,BC,0.313
Baya,L,Baya.LCH.L,BC,0.237
Baya,L,Baya.LCH.L,BC,0.226
Baya,L,Baya.LCH.L,BC,0.057
Baya,L,Baya.LCH.L,BL,0.28
Baya,L,Baya.LCH.L,BL,0.158
Baya,L,Baya.LCH.L,BL,0.152
Baya,L,Baya.LCH.L,BL,0.222
Baya,L,Baya.LCH.L,BL,0.296
Baya,L,Baya.LCH.L,BL,0.161
Baya,L,Baya.LCH.L,BRR,0.177
Baya,L,Baya.LCH.L,BRR,0.208
Baya,L,Baya.LCH.L,BRR,0.322
Baya,L,Baya.LCH.L,BRR,0.207
Baya,L,Baya.LCH.L,BRR,0.225
Baya,L,Baya.LCH.L,BRR,0.273
Baya,L,Baya.LCH.L,GBLUP,0.288
Baya,L,Baya.LCH.L,GBLUP,0.264
Baya,L,Baya.LCH.L,GBLUP,0.162
Baya,L,Baya.LCH.L,GBLUP,0.239
Baya,L,Baya.LCH.L,GBLUP,0.214
Baya,L,Baya.LCH.L,GBLUP,0.289
Baya,L,Baya.LCH.L,EGBLUP,0.192
Baya,L,Baya.LCH.L,EGBLUP,0.256
Baya,L,Baya.LCH.L,EGBLUP,0.192
Baya,L,Baya.LCH.L,EGBLUP,0.174
Baya,L,Baya.LCH.L,EGBLUP,0.199
Baya,L,Baya.LCH.L,EGBLUP,0.218
Baya,L,Baya.LCH.L,RKHS,0.146
Baya,L,Baya.LCH.L,RKHS,0.174
Baya,L,Baya.LCH.L,RKHS,0.26
Baya,L,Baya.LCH.L,RKHS,0.186
Baya,L,Baya.LCH.L,RKHS,0.238
Baya,L,Baya.LCH.L,RKHS,0.165
PriBrote,C,PriBrote.LCH.C,BA,0.448
PriBrote,C,PriBrote.LCH.C,BA,0.495
PriBrote,C,PriBrote.LCH.C,BA,0.436
PriBrote,C,PriBrote.LCH.C,BA,0.479
PriBrote,C,PriBrote.LCH.C,BA,0.512
PriBrote,C,PriBrote.LCH.C,BA,0.336
PriBrote,C,PriBrote.LCH.C,BB,0.366
PriBrote,C,PriBrote.LCH.C,BB,0.566
PriBrote,C,PriBrote.LCH.C,BB,0.407
PriBrote,C,PriBrote.LCH.C,BB,0.449
PriBrote,C,PriBrote.LCH.C,BB,0.399
PriBrote,C,PriBrote.LCH.C,BB,0.504
PriBrote,C,PriBrote.LCH.C,BC,0.488
PriBrote,C,PriBrote.LCH.C,BC,0.485
PriBrote,C,PriBrote.LCH.C,BC,0.447
PriBrote,C,PriBrote.LCH.C,BC,0.508
PriBrote,C,PriBrote.LCH.C,BC,0.472
PriBrote,C,PriBrote.LCH.C,BC,0.45
PriBrote,C,PriBrote.LCH.C,BL,0.426
PriBrote,C,PriBrote.LCH.C,BL,0.426
PriBrote,C,PriBrote.LCH.C,BL,0.473
PriBrote,C,PriBrote.LCH.C,BL,0.495
PriBrote,C,PriBrote.LCH.C,BL,0.569
PriBrote,C,PriBrote.LCH.C,BL,0.37
PriBrote,C,PriBrote.LCH.C,BRR,0.418
PriBrote,C,PriBrote.LCH.C,BRR,0.462
PriBrote,C,PriBrote.LCH.C,BRR,0.487
PriBrote,C,PriBrote.LCH.C,BRR,0.541
PriBrote,C,PriBrote.LCH.C,BRR,0.423
PriBrote,C,PriBrote.LCH.C,BRR,0.459
PriBrote,C,PriBrote.LCH.C,GBLUP,0.385
PriBrote,C,PriBrote.LCH.C,GBLUP,0.339
PriBrote,C,PriBrote.LCH.C,GBLUP,0.434
PriBrote,C,PriBrote.LCH.C,GBLUP,0.407
PriBrote,C,PriBrote.LCH.C,GBLUP,0.266
PriBrote,C,PriBrote.LCH.C,GBLUP,0.449
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.471
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.461
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.474
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.568
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.404
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.406
PriBrote,C,PriBrote.LCH.C,RKHS,0.559
PriBrote,C,PriBrote.LCH.C,RKHS,0.511
PriBrote,C,PriBrote.LCH.C,RKHS,0.545
PriBrote,C,PriBrote.LCH.C,RKHS,0.548
PriBrote,C,PriBrote.LCH.C,RKHS,0.466
PriBrote,C,PriBrote.LCH.C,RKHS,0.617
PriBrote,H,PriBrote.LCH.H,BA,-0.004
PriBrote,H,PriBrote.LCH.H,BA,0.301
PriBrote,H,PriBrote.LCH.H,BA,0.077
PriBrote,H,PriBrote.LCH.H,BA,-0.055
PriBrote,H,PriBrote.LCH.H,BA,-0.29
PriBrote,H,PriBrote.LCH.H,BA,0.046
PriBrote,H,PriBrote.LCH.H,BB,0.025
PriBrote,H,PriBrote.LCH.H,BB,0.111
PriBrote,H,PriBrote.LCH.H,BB,0.225
PriBrote,H,PriBrote.LCH.H,BB,0.195
PriBrote,H,PriBrote.LCH.H,BB,0.048
PriBrote,H,PriBrote.LCH.H,BB,0.204
PriBrote,H,PriBrote.LCH.H,BC,0.059
PriBrote,H,PriBrote.LCH.H,BC,0.06
PriBrote,H,PriBrote.LCH.H,BC,-0.096
PriBrote,H,PriBrote.LCH.H,BC,0.207
PriBrote,H,PriBrote.LCH.H,BC,0.098
PriBrote,H,PriBrote.LCH.H,BC,0.005
PriBrote,H,PriBrote.LCH.H,BL,-0.023
PriBrote,H,PriBrote.LCH.H,BL,0.119
PriBrote,H,PriBrote.LCH.H,BL,-0.065
PriBrote,H,PriBrote.LCH.H,BL,-0.13
PriBrote,H,PriBrote.LCH.H,BL,0.072
PriBrote,H,PriBrote.LCH.H,BL,-0.029
PriBrote,H,PriBrote.LCH.H,BRR,-0.003
PriBrote,H,PriBrote.LCH.H,BRR,0.11
PriBrote,H,PriBrote.LCH.H,BRR,0.028
PriBrote,H,PriBrote.LCH.H,BRR,0.029
PriBrote,H,PriBrote.LCH.H,BRR,0.197
PriBrote,H,PriBrote.LCH.H,BRR,-0.018
PriBrote,H,PriBrote.LCH.H,GBLUP,-0.131
PriBrote,H,PriBrote.LCH.H,GBLUP,0.008
PriBrote,H,PriBrote.LCH.H,GBLUP,-0.241
PriBrote,H,PriBrote.LCH.H,GBLUP,NA
PriBrote,H,PriBrote.LCH.H,GBLUP,-0.006
PriBrote,H,PriBrote.LCH.H,GBLUP,-0.069
PriBrote,H,PriBrote.LCH.H,EGBLUP,-0.061
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.131
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.049
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.078
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.106
PriBrote,H,PriBrote.LCH.H,EGBLUP,-0.022
PriBrote,H,PriBrote.LCH.H,RKHS,0.071
PriBrote,H,PriBrote.LCH.H,RKHS,0.091
PriBrote,H,PriBrote.LCH.H,RKHS,0.355
PriBrote,H,PriBrote.LCH.H,RKHS,0.205
PriBrote,H,PriBrote.LCH.H,RKHS,0.175
PriBrote,H,PriBrote.LCH.H,RKHS,0.128
PriBrote,L,PriBrote.LCH.L,BA,0.269
PriBrote,L,PriBrote.LCH.L,BA,0.398
PriBrote,L,PriBrote.LCH.L,BA,0.339
PriBrote,L,PriBrote.LCH.L,BA,0.33
PriBrote,L,PriBrote.LCH.L,BA,0.371
PriBrote,L,PriBrote.LCH.L,BA,0.377
PriBrote,L,PriBrote.LCH.L,BB,0.166
PriBrote,L,PriBrote.LCH.L,BB,0.258
PriBrote,L,PriBrote.LCH.L,BB,0.289
PriBrote,L,PriBrote.LCH.L,BB,0.289
PriBrote,L,PriBrote.LCH.L,BB,0.311
PriBrote,L,PriBrote.LCH.L,BB,0.146
PriBrote,L,PriBrote.LCH.L,BC,0.29
PriBrote,L,PriBrote.LCH.L,BC,0.336
PriBrote,L,PriBrote.LCH.L,BC,0.323
PriBrote,L,PriBrote.LCH.L,BC,0.298
PriBrote,L,PriBrote.LCH.L,BC,0.355
PriBrote,L,PriBrote.LCH.L,BC,0.336
PriBrote,L,PriBrote.LCH.L,BL,0.3
PriBrote,L,PriBrote.LCH.L,BL,0.396
PriBrote,L,PriBrote.LCH.L,BL,0.35
PriBrote,L,PriBrote.LCH.L,BL,0.443
PriBrote,L,PriBrote.LCH.L,BL,0.317
PriBrote,L,PriBrote.LCH.L,BL,0.294
PriBrote,L,PriBrote.LCH.L,BRR,0.375
PriBrote,L,PriBrote.LCH.L,BRR,0.388
PriBrote,L,PriBrote.LCH.L,BRR,0.296
PriBrote,L,PriBrote.LCH.L,BRR,0.391
PriBrote,L,PriBrote.LCH.L,BRR,0.296
PriBrote,L,PriBrote.LCH.L,BRR,0.295
PriBrote,L,PriBrote.LCH.L,GBLUP,0.384
PriBrote,L,PriBrote.LCH.L,GBLUP,0.29
PriBrote,L,PriBrote.LCH.L,GBLUP,0.258
PriBrote,L,PriBrote.LCH.L,GBLUP,0.367
PriBrote,L,PriBrote.LCH.L,GBLUP,0.306
PriBrote,L,PriBrote.LCH.L,GBLUP,0.311
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.395
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.41
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.328
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.377
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.328
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.392
PriBrote,L,PriBrote.LCH.L,RKHS,0.361
PriBrote,L,PriBrote.LCH.L,RKHS,0.412
PriBrote,L,PriBrote.LCH.L,RKHS,0.395
PriBrote,L,PriBrote.LCH.L,RKHS,0.273
PriBrote,L,PriBrote.LCH.L,RKHS,0.454
PriBrote,L,PriBrote.LCH.L,RKHS,0.419
PriFlor,C,PriFlor.LCH.C,,0
PriFlor,H,PriFlor.LCH.H,,0
PriFlor,L,PriFlor.LCH.L,BA,0.469
PriFlor,L,PriFlor.LCH.L,BA,0.494
PriFlor,L,PriFlor.LCH.L,BA,0.55
PriFlor,L,PriFlor.LCH.L,BA,0.54
PriFlor,L,PriFlor.LCH.L,BA,0.488
PriFlor,L,PriFlor.LCH.L,BA,0.409
PriFlor,L,PriFlor.LCH.L,BB,0.506
PriFlor,L,PriFlor.LCH.L,BB,0.456
PriFlor,L,PriFlor.LCH.L,BB,0.442
PriFlor,L,PriFlor.LCH.L,BB,0.486
PriFlor,L,PriFlor.LCH.L,BB,0.454
PriFlor,L,PriFlor.LCH.L,BB,0.477
PriFlor,L,PriFlor.LCH.L,BC,0.562
PriFlor,L,PriFlor.LCH.L,BC,0.353
PriFlor,L,PriFlor.LCH.L,BC,0.497
PriFlor,L,PriFlor.LCH.L,BC,0.497
PriFlor,L,PriFlor.LCH.L,BC,0.501
PriFlor,L,PriFlor.LCH.L,BC,0.36
PriFlor,L,PriFlor.LCH.L,BL,0.464
PriFlor,L,PriFlor.LCH.L,BL,0.418
PriFlor,L,PriFlor.LCH.L,BL,0.518
PriFlor,L,PriFlor.LCH.L,BL,0.514
PriFlor,L,PriFlor.LCH.L,BL,0.488
PriFlor,L,PriFlor.LCH.L,BL,0.456
PriFlor,L,PriFlor.LCH.L,BRR,0.401
PriFlor,L,PriFlor.LCH.L,BRR,0.459
PriFlor,L,PriFlor.LCH.L,BRR,0.557
PriFlor,L,PriFlor.LCH.L,BRR,0.392
PriFlor,L,PriFlor.LCH.L,BRR,0.522
PriFlor,L,PriFlor.LCH.L,BRR,0.554
PriFlor,L,PriFlor.LCH.L,GBLUP,0.285
PriFlor,L,PriFlor.LCH.L,GBLUP,0.237
PriFlor,L,PriFlor.LCH.L,GBLUP,0.312
PriFlor,L,PriFlor.LCH.L,GBLUP,0.227
PriFlor,L,PriFlor.LCH.L,GBLUP,0.263
PriFlor,L,PriFlor.LCH.L,GBLUP,0.272
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.474
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.502
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.522
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.405
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.524
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.536
PriFlor,L,PriFlor.LCH.L,RKHS,0.569
PriFlor,L,PriFlor.LCH.L,RKHS,0.6
PriFlor,L,PriFlor.LCH.L,RKHS,0.583
PriFlor,L,PriFlor.LCH.L,RKHS,0.553
PriFlor,L,PriFlor.LCH.L,RKHS,0.506
PriFlor,L,PriFlor.LCH.L,RKHS,0.532
PriTuber,C,PriTuber.LCH.C,BA,0.3
PriTuber,C,PriTuber.LCH.C,BA,0.326
PriTuber,C,PriTuber.LCH.C,BA,0.355
PriTuber,C,PriTuber.LCH.C,BA,0.178
PriTuber,C,PriTuber.LCH.C,BA,0.361
PriTuber,C,PriTuber.LCH.C,BA,0.367
PriTuber,C,PriTuber.LCH.C,BB,0.287
PriTuber,C,PriTuber.LCH.C,BB,0.208
PriTuber,C,PriTuber.LCH.C,BB,0.32
PriTuber,C,PriTuber.LCH.C,BB,0.271
PriTuber,C,PriTuber.LCH.C,BB,0.255
PriTuber,C,PriTuber.LCH.C,BB,0.338
PriTuber,C,PriTuber.LCH.C,BC,0.299
PriTuber,C,PriTuber.LCH.C,BC,0.247
PriTuber,C,PriTuber.LCH.C,BC,0.339
PriTuber,C,PriTuber.LCH.C,BC,0.382
PriTuber,C,PriTuber.LCH.C,BC,0.27
PriTuber,C,PriTuber.LCH.C,BC,0.289
PriTuber,C,PriTuber.LCH.C,BL,0.322
PriTuber,C,PriTuber.LCH.C,BL,0.355
PriTuber,C,PriTuber.LCH.C,BL,0.291
PriTuber,C,PriTuber.LCH.C,BL,0.256
PriTuber,C,PriTuber.LCH.C,BL,0.403
PriTuber,C,PriTuber.LCH.C,BL,0.296
PriTuber,C,PriTuber.LCH.C,BRR,0.345
PriTuber,C,PriTuber.LCH.C,BRR,0.304
PriTuber,C,PriTuber.LCH.C,BRR,0.296
PriTuber,C,PriTuber.LCH.C,BRR,0.373
PriTuber,C,PriTuber.LCH.C,BRR,0.269
PriTuber,C,PriTuber.LCH.C,BRR,0.336
PriTuber,C,PriTuber.LCH.C,GBLUP,0.161
PriTuber,C,PriTuber.LCH.C,GBLUP,0.167
PriTuber,C,PriTuber.LCH.C,GBLUP,0.304
PriTuber,C,PriTuber.LCH.C,GBLUP,0.223
PriTuber,C,PriTuber.LCH.C,GBLUP,0.181
PriTuber,C,PriTuber.LCH.C,GBLUP,0.15
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.35
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.243
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.315
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.483
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.235
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.299
PriTuber,C,PriTuber.LCH.C,RKHS,0.491
PriTuber,C,PriTuber.LCH.C,RKHS,0.436
PriTuber,C,PriTuber.LCH.C,RKHS,0.384
PriTuber,C,PriTuber.LCH.C,RKHS,0.36
PriTuber,C,PriTuber.LCH.C,RKHS,0.435
PriTuber,C,PriTuber.LCH.C,RKHS,0.5
PriTuber,H,PriTuber.LCH.H,BA,0.354
PriTuber,H,PriTuber.LCH.H,BA,0.241
PriTuber,H,PriTuber.LCH.H,BA,0.344
PriTuber,H,PriTuber.LCH.H,BA,0.275
PriTuber,H,PriTuber.LCH.H,BA,0.291
PriTuber,H,PriTuber.LCH.H,BA,0.338
PriTuber,H,PriTuber.LCH.H,BB,0.238
PriTuber,H,PriTuber.LCH.H,BB,0.239
PriTuber,H,PriTuber.LCH.H,BB,0.188
PriTuber,H,PriTuber.LCH.H,BB,0.236
PriTuber,H,PriTuber.LCH.H,BB,0.14
PriTuber,H,PriTuber.LCH.H,BB,0.204
PriTuber,H,PriTuber.LCH.H,BC,0.16
PriTuber,H,PriTuber.LCH.H,BC,0.313
PriTuber,H,PriTuber.LCH.H,BC,0.192
PriTuber,H,PriTuber.LCH.H,BC,0.283
PriTuber,H,PriTuber.LCH.H,BC,0.272
PriTuber,H,PriTuber.LCH.H,BC,0.257
PriTuber,H,PriTuber.LCH.H,BL,0.272
PriTuber,H,PriTuber.LCH.H,BL,0.318
PriTuber,H,PriTuber.LCH.H,BL,0.3
PriTuber,H,PriTuber.LCH.H,BL,0.163
PriTuber,H,PriTuber.LCH.H,BL,0.333
PriTuber,H,PriTuber.LCH.H,BL,0.274
PriTuber,H,PriTuber.LCH.H,BRR,0.365
PriTuber,H,PriTuber.LCH.H,BRR,0.388
PriTuber,H,PriTuber.LCH.H,BRR,0.217
PriTuber,H,PriTuber.LCH.H,BRR,0.313
PriTuber,H,PriTuber.LCH.H,BRR,0.227
PriTuber,H,PriTuber.LCH.H,BRR,0.23
PriTuber,H,PriTuber.LCH.H,GBLUP,0.262
PriTuber,H,PriTuber.LCH.H,GBLUP,0.264
PriTuber,H,PriTuber.LCH.H,GBLUP,0.044
PriTuber,H,PriTuber.LCH.H,GBLUP,0.197
PriTuber,H,PriTuber.LCH.H,GBLUP,0.184
PriTuber,H,PriTuber.LCH.H,GBLUP,0.191
PriTuber,H,PriTuber.LCH.H,EGBLUP,0.337
PriTuber,H,PriTuber.LCH.H,EGBLUP,0.316
PriTuber,H,PriTuber.LCH.H,EGBLUP,0.195
PriTuber,H,PriTuber.LCH.H,EGBLUP,0.335
PriTuber,H,PriTuber.LCH.H,EGBLUP,0.259
PriTuber,H,PriTuber.LCH.H,EGBLUP,0.294
PriTuber,H,PriTuber.LCH.H,RKHS,0.432
PriTuber,H,PriTuber.LCH.H,RKHS,0.4
PriTuber,H,PriTuber.LCH.H,RKHS,0.454
PriTuber,H,PriTuber.LCH.H,RKHS,0.455
PriTuber,H,PriTuber.LCH.H,RKHS,0.413
PriTuber,H,PriTuber.LCH.H,RKHS,0.362
PriTuber,L,PriTuber.LCH.L,,0
Pulpa,C,Pulpa.LCH.C,BA,0.451
Pulpa,C,Pulpa.LCH.C,BA,0.418
Pulpa,C,Pulpa.LCH.C,BA,0.578
Pulpa,C,Pulpa.LCH.C,BA,0.571
Pulpa,C,Pulpa.LCH.C,BA,0.451
Pulpa,C,Pulpa.LCH.C,BA,0.412
Pulpa,C,Pulpa.LCH.C,BB,0.444
Pulpa,C,Pulpa.LCH.C,BB,0.39
Pulpa,C,Pulpa.LCH.C,BB,0.505
Pulpa,C,Pulpa.LCH.C,BB,0.411
Pulpa,C,Pulpa.LCH.C,BB,0.472
Pulpa,C,Pulpa.LCH.C,BB,0.476
Pulpa,C,Pulpa.LCH.C,BC,0.448
Pulpa,C,Pulpa.LCH.C,BC,0.43
Pulpa,C,Pulpa.LCH.C,BC,0.5
Pulpa,C,Pulpa.LCH.C,BC,0.43
Pulpa,C,Pulpa.LCH.C,BC,0.485
Pulpa,C,Pulpa.LCH.C,BC,0.486
Pulpa,C,Pulpa.LCH.C,BL,0.534
Pulpa,C,Pulpa.LCH.C,BL,0.433
Pulpa,C,Pulpa.LCH.C,BL,0.444
Pulpa,C,Pulpa.LCH.C,BL,0.457
Pulpa,C,Pulpa.LCH.C,BL,0.401
Pulpa,C,Pulpa.LCH.C,BL,0.499
Pulpa,C,Pulpa.LCH.C,BRR,0.412
Pulpa,C,Pulpa.LCH.C,BRR,0.507
Pulpa,C,Pulpa.LCH.C,BRR,0.502
Pulpa,C,Pulpa.LCH.C,BRR,0.57
Pulpa,C,Pulpa.LCH.C,BRR,0.467
Pulpa,C,Pulpa.LCH.C,BRR,0.407
Pulpa,C,Pulpa.LCH.C,GBLUP,0.394
Pulpa,C,Pulpa.LCH.C,GBLUP,0.457
Pulpa,C,Pulpa.LCH.C,GBLUP,0.412
Pulpa,C,Pulpa.LCH.C,GBLUP,0.494
Pulpa,C,Pulpa.LCH.C,GBLUP,0.4
Pulpa,C,Pulpa.LCH.C,GBLUP,0.401
Pulpa,C,Pulpa.LCH.C,EGBLUP,0.314
Pulpa,C,Pulpa.LCH.C,EGBLUP,0.552
Pulpa,C,Pulpa.LCH.C,EGBLUP,0.494
Pulpa,C,Pulpa.LCH.C,EGBLUP,0.513
Pulpa,C,Pulpa.LCH.C,EGBLUP,0.505
Pulpa,C,Pulpa.LCH.C,EGBLUP,0.467
Pulpa,C,Pulpa.LCH.C,RKHS,0.479
Pulpa,C,Pulpa.LCH.C,RKHS,0.535
Pulpa,C,Pulpa.LCH.C,RKHS,0.43
Pulpa,C,Pulpa.LCH.C,RKHS,0.459
Pulpa,C,Pulpa.LCH.C,RKHS,0.533
Pulpa,C,Pulpa.LCH.C,RKHS,0.487
Pulpa,H,Pulpa.LCH.H,BA,0.341
Pulpa,H,Pulpa.LCH.H,BA,0.223
Pulpa,H,Pulpa.LCH.H,BA,0.285
Pulpa,H,Pulpa.LCH.H,BA,0.175
Pulpa,H,Pulpa.LCH.H,BA,0.281
Pulpa,H,Pulpa.LCH.H,BA,0.313
Pulpa,H,Pulpa.LCH.H,BB,0.295
Pulpa,H,Pulpa.LCH.H,BB,0.252
Pulpa,H,Pulpa.LCH.H,BB,0.176
Pulpa,H,Pulpa.LCH.H,BB,0.23
Pulpa,H,Pulpa.LCH.H,BB,0.189
Pulpa,H,Pulpa.LCH.H,BB,0.159
Pulpa,H,Pulpa.LCH.H,BC,0.237
Pulpa,H,Pulpa.LCH.H,BC,0.228
Pulpa,H,Pulpa.LCH.H,BC,0.116
Pulpa,H,Pulpa.LCH.H,BC,0.229
Pulpa,H,Pulpa.LCH.H,BC,0.235
Pulpa,H,Pulpa.LCH.H,BC,0.21
Pulpa,H,Pulpa.LCH.H,BL,0.24
Pulpa,H,Pulpa.LCH.H,BL,0.395
Pulpa,H,Pulpa.LCH.H,BL,0.172
Pulpa,H,Pulpa.LCH.H,BL,0.197
Pulpa,H,Pulpa.LCH.H,BL,0.262
Pulpa,H,Pulpa.LCH.H,BL,0.311
Pulpa,H,Pulpa.LCH.H,BRR,0.095
Pulpa,H,Pulpa.LCH.H,BRR,0.366
Pulpa,H,Pulpa.LCH.H,BRR,0.262
Pulpa,H,Pulpa.LCH.H,BRR,0.205
Pulpa,H,Pulpa.LCH.H,BRR,0.238
Pulpa,H,Pulpa.LCH.H,BRR,0.327
Pulpa,H,Pulpa.LCH.H,GBLUP,0.093
Pulpa,H,Pulpa.LCH.H,GBLUP,0.28
