Prefix,HCL_component,Traits,Models,Predictive_ability
Baya,L,Baya.LCH.L,GBLUP,0.308
Baya,L,Baya.LCH.L,GBLUP,0.28
Baya,L,Baya.LCH.L,GBLUP,0.218
Baya,L,Baya.LCH.L,GBLUP,0.247
Baya,L,Baya.LCH.L,EGBLUP,0.178
Baya,L,Baya.LCH.L,EGBLUP,0.229
Baya,L,Baya.LCH.L,EGBLUP,0.201
Baya,L,Baya.LCH.L,EGBLUP,0.087
Baya,L,Baya.LCH.L,EGBLUP,0.166
Baya,L,Baya.LCH.L,EGBLUP,0.215
Baya,L,Baya.LCH.L,RKHS,0.199
Baya,L,Baya.LCH.L,RKHS,0.168
Baya,L,Baya.LCH.L,RKHS,0.179
Baya,L,Baya.LCH.L,RKHS,0.098
Baya,L,Baya.LCH.L,RKHS,0.247
Baya,L,Baya.LCH.L,RKHS,0.16
PriBrote,C,PriBrote.LCH.C,BA,0.476
PriBrote,C,PriBrote.LCH.C,BA,0.427
PriBrote,C,PriBrote.LCH.C,BA,0.56
PriBrote,C,PriBrote.LCH.C,BA,0.559
PriBrote,C,PriBrote.LCH.C,BA,0.423
PriBrote,C,PriBrote.LCH.C,BA,0.476
PriBrote,C,PriBrote.LCH.C,BB,0.403
PriBrote,C,PriBrote.LCH.C,BB,0.439
PriBrote,C,PriBrote.LCH.C,BB,0.413
PriBrote,C,PriBrote.LCH.C,BB,0.484
PriBrote,C,PriBrote.LCH.C,BB,0.415
PriBrote,C,PriBrote.LCH.C,BB,0.46
PriBrote,C,PriBrote.LCH.C,BC,0.418
PriBrote,C,PriBrote.LCH.C,BC,0.56
PriBrote,C,PriBrote.LCH.C,BC,0.465
PriBrote,C,PriBrote.LCH.C,BC,0.433
PriBrote,C,PriBrote.LCH.C,BC,0.38
PriBrote,C,PriBrote.LCH.C,BC,0.481
PriBrote,C,PriBrote.LCH.C,BL,0.495
PriBrote,C,PriBrote.LCH.C,BL,0.563
PriBrote,C,PriBrote.LCH.C,BL,0.411
PriBrote,C,PriBrote.LCH.C,BL,0.479
PriBrote,C,PriBrote.LCH.C,BL,0.46
PriBrote,C,PriBrote.LCH.C,BL,0.478
PriBrote,C,PriBrote.LCH.C,BRR,0.479
PriBrote,C,PriBrote.LCH.C,BRR,0.49
PriBrote,C,PriBrote.LCH.C,BRR,0.525
PriBrote,C,PriBrote.LCH.C,BRR,0.422
PriBrote,C,PriBrote.LCH.C,BRR,0.44
PriBrote,C,PriBrote.LCH.C,BRR,0.538
PriBrote,C,PriBrote.LCH.C,GBLUP,0.452
PriBrote,C,PriBrote.LCH.C,GBLUP,0.435
PriBrote,C,PriBrote.LCH.C,GBLUP,0.319
PriBrote,C,PriBrote.LCH.C,GBLUP,0.413
PriBrote,C,PriBrote.LCH.C,GBLUP,0.387
PriBrote,C,PriBrote.LCH.C,GBLUP,0.386
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.493
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.569
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.472
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.608
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.599
PriBrote,C,PriBrote.LCH.C,EGBLUP,0.427
PriBrote,C,PriBrote.LCH.C,RKHS,0.542
PriBrote,C,PriBrote.LCH.C,RKHS,0.557
PriBrote,C,PriBrote.LCH.C,RKHS,0.536
PriBrote,C,PriBrote.LCH.C,RKHS,0.573
PriBrote,C,PriBrote.LCH.C,RKHS,0.554
PriBrote,C,PriBrote.LCH.C,RKHS,0.509
PriBrote,H,PriBrote.LCH.H,BA,0.108
PriBrote,H,PriBrote.LCH.H,BA,0.192
PriBrote,H,PriBrote.LCH.H,BA,0.082
PriBrote,H,PriBrote.LCH.H,BA,0.155
PriBrote,H,PriBrote.LCH.H,BA,0.105
PriBrote,H,PriBrote.LCH.H,BA,0.11
PriBrote,H,PriBrote.LCH.H,BB,0.261
PriBrote,H,PriBrote.LCH.H,BB,0.048
PriBrote,H,PriBrote.LCH.H,BB,0.224
PriBrote,H,PriBrote.LCH.H,BB,0.132
PriBrote,H,PriBrote.LCH.H,BB,0.146
PriBrote,H,PriBrote.LCH.H,BB,0.32
PriBrote,H,PriBrote.LCH.H,BC,0.189
PriBrote,H,PriBrote.LCH.H,BC,0.122
PriBrote,H,PriBrote.LCH.H,BC,0.087
PriBrote,H,PriBrote.LCH.H,BC,0.139
PriBrote,H,PriBrote.LCH.H,BC,0.127
PriBrote,H,PriBrote.LCH.H,BC,0.253
PriBrote,H,PriBrote.LCH.H,BL,0.144
PriBrote,H,PriBrote.LCH.H,BL,0.098
PriBrote,H,PriBrote.LCH.H,BL,0.159
PriBrote,H,PriBrote.LCH.H,BL,0.142
PriBrote,H,PriBrote.LCH.H,BL,0.115
PriBrote,H,PriBrote.LCH.H,BL,0.207
PriBrote,H,PriBrote.LCH.H,BRR,0.276
PriBrote,H,PriBrote.LCH.H,BRR,0.186
PriBrote,H,PriBrote.LCH.H,BRR,0.102
PriBrote,H,PriBrote.LCH.H,BRR,0.223
PriBrote,H,PriBrote.LCH.H,BRR,0.134
PriBrote,H,PriBrote.LCH.H,BRR,0.11
PriBrote,H,PriBrote.LCH.H,GBLUP,0.066
PriBrote,H,PriBrote.LCH.H,GBLUP,0.154
PriBrote,H,PriBrote.LCH.H,GBLUP,0.169
PriBrote,H,PriBrote.LCH.H,GBLUP,0.094
PriBrote,H,PriBrote.LCH.H,GBLUP,0.089
PriBrote,H,PriBrote.LCH.H,GBLUP,0.165
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.181
PriBrote,H,PriBrote.LCH.H,EGBLUP,-0.524
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.122
PriBrote,H,PriBrote.LCH.H,EGBLUP,-0.251
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.214
PriBrote,H,PriBrote.LCH.H,EGBLUP,0.117
PriBrote,H,PriBrote.LCH.H,RKHS,0.119
PriBrote,H,PriBrote.LCH.H,RKHS,0.198
PriBrote,H,PriBrote.LCH.H,RKHS,0.263
PriBrote,H,PriBrote.LCH.H,RKHS,0.192
PriBrote,H,PriBrote.LCH.H,RKHS,0.298
PriBrote,H,PriBrote.LCH.H,RKHS,0.17
PriBrote,L,PriBrote.LCH.L,BA,0.38
PriBrote,L,PriBrote.LCH.L,BA,0.364
PriBrote,L,PriBrote.LCH.L,BA,0.431
PriBrote,L,PriBrote.LCH.L,BA,0.374
PriBrote,L,PriBrote.LCH.L,BA,0.305
PriBrote,L,PriBrote.LCH.L,BA,0.487
PriBrote,L,PriBrote.LCH.L,BB,0.294
PriBrote,L,PriBrote.LCH.L,BB,0.454
PriBrote,L,PriBrote.LCH.L,BB,0.272
PriBrote,L,PriBrote.LCH.L,BB,0.403
PriBrote,L,PriBrote.LCH.L,BB,0.396
PriBrote,L,PriBrote.LCH.L,BB,0.311
PriBrote,L,PriBrote.LCH.L,BC,0.446
PriBrote,L,PriBrote.LCH.L,BC,0.348
PriBrote,L,PriBrote.LCH.L,BC,0.432
PriBrote,L,PriBrote.LCH.L,BC,0.343
PriBrote,L,PriBrote.LCH.L,BC,0.434
PriBrote,L,PriBrote.LCH.L,BC,0.395
PriBrote,L,PriBrote.LCH.L,BL,0.415
PriBrote,L,PriBrote.LCH.L,BL,0.24
PriBrote,L,PriBrote.LCH.L,BL,0.455
PriBrote,L,PriBrote.LCH.L,BL,0.389
PriBrote,L,PriBrote.LCH.L,BL,0.433
PriBrote,L,PriBrote.LCH.L,BL,0.382
PriBrote,L,PriBrote.LCH.L,BRR,0.343
PriBrote,L,PriBrote.LCH.L,BRR,0.368
PriBrote,L,PriBrote.LCH.L,BRR,0.449
PriBrote,L,PriBrote.LCH.L,BRR,0.39
PriBrote,L,PriBrote.LCH.L,BRR,0.368
PriBrote,L,PriBrote.LCH.L,BRR,0.377
PriBrote,L,PriBrote.LCH.L,GBLUP,0.418
PriBrote,L,PriBrote.LCH.L,GBLUP,0.378
PriBrote,L,PriBrote.LCH.L,GBLUP,0.398
PriBrote,L,PriBrote.LCH.L,GBLUP,0.423
PriBrote,L,PriBrote.LCH.L,GBLUP,0.344
PriBrote,L,PriBrote.LCH.L,GBLUP,0.383
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.47
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.378
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.338
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.443
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.346
PriBrote,L,PriBrote.LCH.L,EGBLUP,0.412
PriBrote,L,PriBrote.LCH.L,RKHS,0.478
PriBrote,L,PriBrote.LCH.L,RKHS,0.506
PriBrote,L,PriBrote.LCH.L,RKHS,0.383
PriBrote,L,PriBrote.LCH.L,RKHS,0.411
PriBrote,L,PriBrote.LCH.L,RKHS,0.403
PriBrote,L,PriBrote.LCH.L,RKHS,0.416
PriFlor,C,PriFlor.LCH.C,BA,0.527
PriFlor,C,PriFlor.LCH.C,BA,0.485
PriFlor,C,PriFlor.LCH.C,BA,0.41
PriFlor,C,PriFlor.LCH.C,BA,0.505
PriFlor,C,PriFlor.LCH.C,BA,0.431
PriFlor,C,PriFlor.LCH.C,BA,0.466
PriFlor,C,PriFlor.LCH.C,BB,0.356
PriFlor,C,PriFlor.LCH.C,BB,0.543
PriFlor,C,PriFlor.LCH.C,BB,0.485
PriFlor,C,PriFlor.LCH.C,BB,0.403
PriFlor,C,PriFlor.LCH.C,BB,0.466
PriFlor,C,PriFlor.LCH.C,BB,0.531
PriFlor,C,PriFlor.LCH.C,BC,0.442
PriFlor,C,PriFlor.LCH.C,BC,0.49
PriFlor,C,PriFlor.LCH.C,BC,0.469
PriFlor,C,PriFlor.LCH.C,BC,0.53
PriFlor,C,PriFlor.LCH.C,BC,0.411
PriFlor,C,PriFlor.LCH.C,BC,0.518
PriFlor,C,PriFlor.LCH.C,BL,0.423
PriFlor,C,PriFlor.LCH.C,BL,0.484
PriFlor,C,PriFlor.LCH.C,BL,0.457
PriFlor,C,PriFlor.LCH.C,BL,0.522
PriFlor,C,PriFlor.LCH.C,BL,0.497
PriFlor,C,PriFlor.LCH.C,BL,0.428
PriFlor,C,PriFlor.LCH.C,BRR,0.557
PriFlor,C,PriFlor.LCH.C,BRR,0.438
PriFlor,C,PriFlor.LCH.C,BRR,0.471
PriFlor,C,PriFlor.LCH.C,BRR,0.429
PriFlor,C,PriFlor.LCH.C,BRR,0.481
PriFlor,C,PriFlor.LCH.C,BRR,0.497
PriFlor,C,PriFlor.LCH.C,GBLUP,0.098
PriFlor,C,PriFlor.LCH.C,GBLUP,NA
PriFlor,C,PriFlor.LCH.C,GBLUP,0.066
PriFlor,C,PriFlor.LCH.C,GBLUP,0.019
PriFlor,C,PriFlor.LCH.C,GBLUP,0.005
PriFlor,C,PriFlor.LCH.C,GBLUP,NA
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.496
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.465
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.449
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.489
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.357
PriFlor,C,PriFlor.LCH.C,EGBLUP,0.558
PriFlor,C,PriFlor.LCH.C,RKHS,0.517
PriFlor,C,PriFlor.LCH.C,RKHS,0.611
PriFlor,C,PriFlor.LCH.C,RKHS,0.548
PriFlor,C,PriFlor.LCH.C,RKHS,0.586
PriFlor,C,PriFlor.LCH.C,RKHS,0.541
PriFlor,C,PriFlor.LCH.C,RKHS,0.559
PriFlor,H,PriFlor.LCH.H,BA,0.706
PriFlor,H,PriFlor.LCH.H,BA,0.715
PriFlor,H,PriFlor.LCH.H,BA,0.733
PriFlor,H,PriFlor.LCH.H,BA,0.734
PriFlor,H,PriFlor.LCH.H,BA,0.71
PriFlor,H,PriFlor.LCH.H,BA,0.773
PriFlor,H,PriFlor.LCH.H,BB,0.696
PriFlor,H,PriFlor.LCH.H,BB,0.67
PriFlor,H,PriFlor.LCH.H,BB,0.745
PriFlor,H,PriFlor.LCH.H,BB,0.649
PriFlor,H,PriFlor.LCH.H,BB,0.767
PriFlor,H,PriFlor.LCH.H,BB,0.65
PriFlor,H,PriFlor.LCH.H,BC,0.689
PriFlor,H,PriFlor.LCH.H,BC,0.782
PriFlor,H,PriFlor.LCH.H,BC,0.608
PriFlor,H,PriFlor.LCH.H,BC,0.79
PriFlor,H,PriFlor.LCH.H,BC,0.681
PriFlor,H,PriFlor.LCH.H,BC,0.678
PriFlor,H,PriFlor.LCH.H,BL,0.674
PriFlor,H,PriFlor.LCH.H,BL,0.686
PriFlor,H,PriFlor.LCH.H,BL,0.726
PriFlor,H,PriFlor.LCH.H,BL,0.763
PriFlor,H,PriFlor.LCH.H,BL,0.583
PriFlor,H,PriFlor.LCH.H,BL,0.702
PriFlor,H,PriFlor.LCH.H,BRR,0.611
PriFlor,H,PriFlor.LCH.H,BRR,0.732
PriFlor,H,PriFlor.LCH.H,BRR,0.786
PriFlor,H,PriFlor.LCH.H,BRR,0.633
PriFlor,H,PriFlor.LCH.H,BRR,0.819
PriFlor,H,PriFlor.LCH.H,BRR,0.704
PriFlor,H,PriFlor.LCH.H,GBLUP,0.566
PriFlor,H,PriFlor.LCH.H,GBLUP,0.475
PriFlor,H,PriFlor.LCH.H,GBLUP,0.579
PriFlor,H,PriFlor.LCH.H,GBLUP,0.649
PriFlor,H,PriFlor.LCH.H,GBLUP,0.455
PriFlor,H,PriFlor.LCH.H,GBLUP,0.424
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.71
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.719
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.796
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.711
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.732
PriFlor,H,PriFlor.LCH.H,EGBLUP,0.815
PriFlor,H,PriFlor.LCH.H,RKHS,0.865
PriFlor,H,PriFlor.LCH.H,RKHS,0.876
PriFlor,H,PriFlor.LCH.H,RKHS,0.853
PriFlor,H,PriFlor.LCH.H,RKHS,0.814
PriFlor,H,PriFlor.LCH.H,RKHS,0.827
PriFlor,H,PriFlor.LCH.H,RKHS,0.923
PriFlor,L,PriFlor.LCH.L,BA,0.434
PriFlor,L,PriFlor.LCH.L,BA,0.51
PriFlor,L,PriFlor.LCH.L,BA,0.545
PriFlor,L,PriFlor.LCH.L,BA,0.463
PriFlor,L,PriFlor.LCH.L,BA,0.502
PriFlor,L,PriFlor.LCH.L,BA,0.522
PriFlor,L,PriFlor.LCH.L,BB,0.608
PriFlor,L,PriFlor.LCH.L,BB,0.367
PriFlor,L,PriFlor.LCH.L,BB,0.414
PriFlor,L,PriFlor.LCH.L,BB,0.52
PriFlor,L,PriFlor.LCH.L,BB,0.563
PriFlor,L,PriFlor.LCH.L,BB,0.338
PriFlor,L,PriFlor.LCH.L,BC,0.417
PriFlor,L,PriFlor.LCH.L,BC,0.489
PriFlor,L,PriFlor.LCH.L,BC,0.507
PriFlor,L,PriFlor.LCH.L,BC,0.554
PriFlor,L,PriFlor.LCH.L,BC,0.49
PriFlor,L,PriFlor.LCH.L,BC,0.404
PriFlor,L,PriFlor.LCH.L,BL,0.464
PriFlor,L,PriFlor.LCH.L,BL,0.504
PriFlor,L,PriFlor.LCH.L,BL,0.484
PriFlor,L,PriFlor.LCH.L,BL,0.562
PriFlor,L,PriFlor.LCH.L,BL,0.476
PriFlor,L,PriFlor.LCH.L,BL,0.416
PriFlor,L,PriFlor.LCH.L,BRR,0.557
PriFlor,L,PriFlor.LCH.L,BRR,0.478
PriFlor,L,PriFlor.LCH.L,BRR,0.421
PriFlor,L,PriFlor.LCH.L,BRR,0.436
PriFlor,L,PriFlor.LCH.L,BRR,0.493
PriFlor,L,PriFlor.LCH.L,BRR,0.556
PriFlor,L,PriFlor.LCH.L,GBLUP,0.188
PriFlor,L,PriFlor.LCH.L,GBLUP,0.318
PriFlor,L,PriFlor.LCH.L,GBLUP,0.283
PriFlor,L,PriFlor.LCH.L,GBLUP,0.252
PriFlor,L,PriFlor.LCH.L,GBLUP,0.199
PriFlor,L,PriFlor.LCH.L,GBLUP,0.339
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.488
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.577
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.38
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.477
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.503
PriFlor,L,PriFlor.LCH.L,EGBLUP,0.502
PriFlor,L,PriFlor.LCH.L,RKHS,0.363
PriFlor,L,PriFlor.LCH.L,RKHS,0.521
PriFlor,L,PriFlor.LCH.L,RKHS,0.663
PriFlor,L,PriFlor.LCH.L,RKHS,0.632
PriFlor,L,PriFlor.LCH.L,RKHS,0.57
PriFlor,L,PriFlor.LCH.L,RKHS,0.52
PriTuber,C,PriTuber.LCH.C,BA,0.306
PriTuber,C,PriTuber.LCH.C,BA,0.306
PriTuber,C,PriTuber.LCH.C,BA,0.36
PriTuber,C,PriTuber.LCH.C,BA,0.445
PriTuber,C,PriTuber.LCH.C,BA,0.351
PriTuber,C,PriTuber.LCH.C,BA,0.159
PriTuber,C,PriTuber.LCH.C,BB,0.299
PriTuber,C,PriTuber.LCH.C,BB,0.305
PriTuber,C,PriTuber.LCH.C,BB,0.308
PriTuber,C,PriTuber.LCH.C,BB,0.341
PriTuber,C,PriTuber.LCH.C,BB,0.334
PriTuber,C,PriTuber.LCH.C,BB,0.218
PriTuber,C,PriTuber.LCH.C,BC,0.298
PriTuber,C,PriTuber.LCH.C,BC,0.348
PriTuber,C,PriTuber.LCH.C,BC,0.295
PriTuber,C,PriTuber.LCH.C,BC,0.285
PriTuber,C,PriTuber.LCH.C,BC,0.256
PriTuber,C,PriTuber.LCH.C,BC,0.397
PriTuber,C,PriTuber.LCH.C,BL,0.329
PriTuber,C,PriTuber.LCH.C,BL,0.381
PriTuber,C,PriTuber.LCH.C,BL,0.25
PriTuber,C,PriTuber.LCH.C,BL,0.306
PriTuber,C,PriTuber.LCH.C,BL,0.275
PriTuber,C,PriTuber.LCH.C,BL,0.331
PriTuber,C,PriTuber.LCH.C,BRR,0.312
PriTuber,C,PriTuber.LCH.C,BRR,0.35
PriTuber,C,PriTuber.LCH.C,BRR,0.286
PriTuber,C,PriTuber.LCH.C,BRR,0.352
PriTuber,C,PriTuber.LCH.C,BRR,0.252
PriTuber,C,PriTuber.LCH.C,BRR,0.274
PriTuber,C,PriTuber.LCH.C,GBLUP,0.053
PriTuber,C,PriTuber.LCH.C,GBLUP,0.224
PriTuber,C,PriTuber.LCH.C,GBLUP,0.338
PriTuber,C,PriTuber.LCH.C,GBLUP,0.219
PriTuber,C,PriTuber.LCH.C,GBLUP,0.175
PriTuber,C,PriTuber.LCH.C,GBLUP,0.215
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.204
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.356
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.442
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.29
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.476
PriTuber,C,PriTuber.LCH.C,EGBLUP,0.238
PriTuber,C,PriTuber.LCH.C,RKHS,0.347
PriTuber,C,PriTuber.LCH.C,RKHS,0.458
PriTuber,C,PriTuber.LCH.C,RKHS,0.547
PriTuber,C,PriTuber.LCH.C,RKHS,0.339
PriTuber,C,PriTuber.LCH.C,RKHS,0.434
PriTuber,C,PriTuber.LCH.C,RKHS,0.548
PriTuber,H,PriTuber.LCH.H,BA,0.325
PriTuber,H,PriTuber.LCH.H,BA,0.391
PriTuber,H,PriTuber.LCH.H,BA,0.232
PriTuber,H,PriTuber.LCH.H,BA,0.304
PriTuber,H,PriTuber.LCH.H,BA,0.31
PriTuber,H,PriTuber.LCH.H,BA,0.442
PriTuber,H,PriTuber.LCH.H,BB,0.338
PriTuber,H,PriTuber.LCH.H,BB,0.286
PriTuber,H,PriTuber.LCH.H,BB,0.286
PriTuber,H,PriTuber.LCH.H,BB,0.255
PriTuber,H,PriTuber.LCH.H,BB,0.306
PriTuber,H,PriTuber.LCH.H,BB,0.344
PriTuber,H,PriTuber.LCH.H,BC,0.229
PriTuber,H,PriTuber.LCH.H,BC,0.253
PriTuber,H,PriTuber.LCH.H,BC,0.272
PriTuber,H,PriTuber.LCH.H,BC,0.195
PriTuber,H,PriTuber.LCH.H,BC,0.342
PriTuber,H,PriTuber.LCH.H,BC,0.393
PriTuber,H,PriTuber.LCH.H,BL,0.228
PriTuber,H,PriTuber.LCH.H,BL,0.459
PriTuber,H,PriTuber.LCH.H,BL,0.329
PriTuber,H,PriTuber.LCH.H,BL,0.332
PriTuber,H,PriTuber.LCH.H,BL,0.325
PriTuber,H,PriTuber.LCH.H,BL,0.292
PriTuber,H,PriTuber.LCH.H,BRR,0.435
PriTuber,H,PriTuber.LCH.H,BRR,0.302
PriTuber,H,PriTuber.LCH.H,BRR,0.323
PriTuber,H,PriTuber.LCH.H,BRR,0.245
PriTuber,H,PriTuber.LCH.H,BRR,0.351
PriTuber,H,PriTuber.LCH.H,BRR,0.418
PriTuber,H,PriTuber.LCH.H,GBLUP,0.271
PriTuber,H,PriTuber.LCH.H,GBLUP,0.176
PriTuber,H,PriTuber.LCH.H,GBLUP,0.179
PriTuber,H,PriTuber.LCH.H,GBLUP,0.289
